agency_name,city,state,agency_type,agency_latitude,agency_longitude,ft_sworn,agency_population,validated_week_name,record_month,validated_day,record_year
Illinois State Fire Marshal,Springfield,IL,Special Jurisdiction,39.75834,-89.64094,19,19,Friday,November,16,2018
Ohio State University Police Department,Columbus,OH,Special Jurisdiction,40.002335,-83.03375,51,56,Thursday,January,24,2019
Rock Island County Sheriffs Department - Metro-Link Centre Substation,Moline,IL,Special Jurisdiction,41.50692,-90.520226,12,17,Thursday,November,15,2018
Jefferson County School District Security,Louisville,KY,Special Jurisdiction,38.201096,-85.74971,21,28,Friday,August,10,2018
Carl Albert State College Police,Poteau,OK,Special Jurisdiction,35.039467,-94.6342,3,3,Thursday,February,28,2019
Clark County Park Police,Las Vegas,NV,Special Jurisdiction,36.0691,-115.11049,18,19,Tuesday,September,4,2018
William R Harper College Police Department,Palatine,IL,Special Jurisdiction,42.08163,-88.074425,11,17,Wednesday,October,31,2018
Lakeland Community College Police,Kirtland,OH,Special Jurisdiction,41.637424,-81.3647,10,11,Thursday,January,31,2019
Sinclair Community College Police Department,Dayton,OH,Special Jurisdiction,39.75766,-84.2006,22,26,Thursday,January,31,2019
Columbus Airport Police,Columbus,OH,Special Jurisdiction,39.99803,-82.89278,41,60,Thursday,January,24,2019
Ferris State University Department Public Safety,Big Rapids,MI,Special Jurisdiction,43.683483,-85.48824,14,19,Thursday,February,7,2019
Saint Charles City Parks And Recreation Rangers,Saint Charles,MO,Special Jurisdiction,38.79911,-90.484604,3,3,Wednesday,July,25,2018
Missouri Department Of Conservation - Protection Division,Jefferson City,MO,Special Jurisdiction,38.594112,-92.22846,204,1737,Friday,July,27,2018
Springfield-Branson National Airport Police,Springfield,MO,Special Jurisdiction,37.24227,-93.38249,10,10,Friday,July,27,2018
Medina County Park District Rangers,Medina,OH,Special Jurisdiction,41.09994,-81.912415,4,4,Thursday,January,31,2019
Governors State University Police Department,University Park,IL,Special Jurisdiction,41.448986,-87.71644,8,11,Tuesday,November,20,2018
Tri-State Airport Police Department,Huntington,WV,Special Jurisdiction,38.36932,-82.55561,5,5,Tuesday,March,12,2019
John Wood Community College Police Dept,Quincy,IL,Special Jurisdiction,39.91374,-91.33602,2,3,Friday,October,26,2018
Arizona Game And Fish Department - Law Enforcement Branch,Phoenix,AZ,Special Jurisdiction,33.79954,-112.16705,145,205,Wednesday,July,11,2018
Kutztown University Police,Kutztown,PA,Special Jurisdiction,40.510414,-75.783035,14,20,Thursday,January,10,2019
University Of New Mexico-Gallup Police Department,Gallup,NM,Special Jurisdiction,35.50301,-108.72567,3,4,Thursday,September,27,2018
Santa Fe Independent School District Police Department - Santa Fe Junior High School,Santa Fe,TX,Special Jurisdiction,29.381819,-95.10747,7,7,Tuesday,December,11,2018
Cuny Queens College Police,Flushing,NY,Special Jurisdiction,40.736206,-73.81602,16,73,Thursday,October,11,2018
University Of Pittsburgh - Johnstown Police Department,Johnstown,PA,Special Jurisdiction,40.266926,-78.83494,13,14,Wednesday,January,10,2018
Gilmer City Lake Ranger,Gilmer,TX,Special Jurisdiction,32.7251,-94.943115,1,1,Friday,December,28,2018
University Of Arkansas / Pine Bluff Department Of Public Safety,Pine Bluff,AR,Special Jurisdiction,34.240646,-92.01951,14,19,Thursday,May,17,2018
Northwest - Shoals Community College Campus Police Department,Muscle Shoals,AL,Special Jurisdiction,34.73976,-87.67803,7,8,Monday,May,21,2018
Brevard County School Security,Melbourne,FL,Special Jurisdiction,28.248232,-80.7367,2,8,Wednesday,May,23,2018
College Of Eastern Utah Police,Price,UT,Special Jurisdiction,39.60789,-110.803986,1,1,Monday,March,4,2019
Utah Valley State College Police Department,Orem,UT,Special Jurisdiction,40.278103,-111.71006,7,9,Monday,March,4,2019
Florissant Valley College Police Department,Saint Louis,MO,Special Jurisdiction,38.770317,-90.2915,9,12,Monday,July,30,2018
Pekin Park District Police Department,Pekin,IL,Special Jurisdiction,40.564457,-89.629166,1,1,Monday,November,19,2018
Illinois Department Of Natural Resources - Headquarters,Springfield,IL,Special Jurisdiction,39.840454,-89.64653,140,148,Friday,November,16,2018
Oakton Community College Police Department Station 1,Des Plaines,IL,Special Jurisdiction,42.06168,-87.88128,11,12,Thursday,November,1,2018
La Crosse Municipal Airport Police Department,La Crosse,WI,Special Jurisdiction,43.872845,-91.253174,4,4,Wednesday,March,6,2019
Kane County Forest Preservation Police Department,Geneva,IL,Special Jurisdiction,41.879013,-88.30805,6,6,Tuesday,November,6,2018
Butler County Sheriffs Office - Liberty Township Substation,Liberty Township,OH,Special Jurisdiction,39.372623,-84.38706,2,2,Wednesday,January,23,2019
Metra Police Department,Chicago,IL,Special Jurisdiction,41.877926,-87.64169,96,97,Thursday,November,1,2018
Memorial Park District Police Department,Bellwood,IL,Special Jurisdiction,41.88248,-87.87088,1,1,Thursday,November,1,2018
Morton Grove Park District Police Department,Morton Grove,IL,Special Jurisdiction,42.041676,-87.79702,0,0,Thursday,November,1,2018
Triton College Police Department,River Grove,IL,Special Jurisdiction,41.91602,-87.84109,10,16,Thursday,November,1,2018
Brookfield Zoo Police Department,Brookfield,IL,Special Jurisdiction,41.831665,-87.832664,16,16,Thursday,November,1,2018
Tiffin Developmental Center Police Department,Tiffin,OH,Special Jurisdiction,41.13213,-83.16165,4,4,Friday,February,1,2019
University Of Oklahoma Police Department,Norman,OK,Special Jurisdiction,35.189808,-97.434975,37,47,Thursday,February,28,2019
Enid High School Campus Police Department,Enid,OK,Special Jurisdiction,36.38805,-97.88589,3,3,Thursday,February,28,2019
South Carolina Forestry Commission,Columbia,SC,Special Jurisdiction,34.080124,-81.12784,4,4,Tuesday,August,28,2018
Taft Independent School District Police Department,Taft,TX,Special Jurisdiction,27.985083,-97.39144,1,1,Thursday,December,27,2018
City University Of New York York College Department Of Public Safety,Jamaica,NY,Special Jurisdiction,40.701756,-73.796295,30,50,Thursday,October,11,2018
San Angelo Lake And Park Police Department,San Angelo,TX,Special Jurisdiction,31.357208,-100.50306,2,3,Friday,December,28,2018
Saint Louis Community College - Meramec College Police Department,Kirkwood,MO,Special Jurisdiction,38.56994,-90.42499,9,12,Thursday,July,26,2018
Rowan University Police Services,Glassboro,NJ,Special Jurisdiction,39.70736,-75.119545,22,58,Monday,July,16,2018
Will County Forest Preserve District Police,Joliet,IL,Special Jurisdiction,41.47622,-88.02286,12,31,Monday,November,19,2018
Central Technical School Campus Police Department,Drumright,OK,Special Jurisdiction,35.99405,-96.58543,2,2,Thursday,February,28,2019
Butner Public Safety,Butner,NC,Special Jurisdiction,36.13978,-78.764656,49,55,Thursday,July,19,2018
Genesee County Parks And Recreation Commission Park Ranger Division,Flint,MI,Special Jurisdiction,43.106476,-83.61597,3,3,Wednesday,February,6,2019
Mott Community College Department Of Public Safety,Flint,MI,Special Jurisdiction,43.022095,-83.67032,4,8,Wednesday,February,6,2019
Springfield Hospital Center Security,Sykesville,MD,Special Jurisdiction,39.382317,-76.956055,4,13,Wednesday,August,8,2018
Lansing School District Department Of Public Safety,Lansing,MI,Special Jurisdiction,42.729767,-84.559265,27,29,Wednesday,February,6,2019
King County Sheriffs Office - Airport Police Department,Seattle,WA,Special Jurisdiction,47.53706,-122.3023,18,18,Wednesday,September,5,2018
Tulsa Community College Police Department - Metro Campus,Tulsa,OK,Special Jurisdiction,36.147472,-95.986176,10,16,Wednesday,March,6,2019
Washoe County School Police,Reno,NV,Special Jurisdiction,39.53774,-119.80999,39,43,Tuesday,September,4,2018
Michigan State University Police Department,East Lansing,MI,Special Jurisdiction,42.721462,-84.48322,69,103,Wednesday,February,6,2019
Kansas Bureau Of Investigation,Topeka,KS,Special Jurisdiction,39.03752,-95.68395,82,272,Tuesday,August,21,2018
Kansas Securities Commissioner,Topeka,KS,Special Jurisdiction,39.050842,-95.67319,7,30,Wednesday,August,22,2018
Lorain County Metro Park District Rangers,Lagrange,OH,Special Jurisdiction,41.299744,-82.13617,14,14,Friday,February,1,2019
Norfolk State University Police,Norfolk,VA,Special Jurisdiction,36.8502,-76.26032,36,60,Friday,March,29,2019
Oak Forest Hospital Of Cook County - Public Safety Department,Oak Forest,IL,Special Jurisdiction,41.5987,-87.73273,30,31,Thursday,November,1,2018
Summit Metro Park Rangers,Akron,OH,Special Jurisdiction,41.12871,-81.542534,30,30,Friday,February,1,2019
Kanawha County Park Police,Charleston,WV,Special Jurisdiction,38.391903,-81.58349,4,4,Tuesday,March,12,2019
Indiana State Fire Marshal,Indianapolis,IN,Special Jurisdiction,39.767857,-86.16495,11,12,Tuesday,August,28,2018
Colorado Bureau Of Investigation,Denver,CO,Special Jurisdiction,39.726154,-105.107086,97,231,Tuesday,July,24,2018
Michigan Technological University Department Of Public Safety,Houghton,MI,Special Jurisdiction,47.117687,-88.54283,9,12,Wednesday,February,6,2019
William Paterson University Police Department,Wayne,NJ,Special Jurisdiction,40.94512,-74.19662,28,37,Wednesday,July,18,2018
Wilmington International Airport - Airport Public Safety,Wilmington,NC,Special Jurisdiction,34.268627,-77.906715,9,18,Monday,July,23,2018
Saint Peters Ranger Enforcement Division,Saint Peters,MO,Special Jurisdiction,38.791607,-90.59584,5,5,Friday,July,27,2018
University Of Illinois - Springfield Campus Police Department,Springfield,IL,Special Jurisdiction,39.731655,-89.616646,15,21,Friday,November,16,2018
Lockport Township Park District Police,Lockport,IL,Special Jurisdiction,41.577354,-88.0551,2,2,Tuesday,November,20,2018
Peoria Park District Police Department,Peoria,IL,Special Jurisdiction,40.70582,-89.62359,5,5,Tuesday,November,13,2018
University Of Illinois Public Safety Police Department,Urbana,IL,Special Jurisdiction,40.113033,-88.2235,54,68,Tuesday,October,30,2018
Fox Valley Park District Police,Montgomery,IL,Special Jurisdiction,41.727627,-88.33948,4,5,Tuesday,November,6,2018
University Of Virginia College At Wise,Wise,VA,Special Jurisdiction,36.971214,-82.56021,8,9,Thursday,August,9,2018
Lake Metro Parks Ranger Department,Concord,OH,Special Jurisdiction,41.67556,-81.23658,12,14,Friday,February,1,2019
Fairmont State Department Of Public Safety,Fairmont,WV,Special Jurisdiction,39.48415,-80.161026,4,7,Tuesday,March,12,2019
Jenks Public School District Police Department,Jenks,OK,Special Jurisdiction,36.02526,-95.96889,7,7,Wednesday,March,6,2019
Clark County School District Police Department,Henderson,NV,Special Jurisdiction,36.037075,-115.0333,157,210,Tuesday,September,4,2018
Youngstown State University Police Department,Youngstown,OH,Special Jurisdiction,41.10445,-80.65326,20,25,Monday,February,4,2019
Charlottesville-Albemarle Airport Authority,Charlottesville,VA,Special Jurisdiction,38.13951,-78.44938,7,7,Thursday,August,9,2018
University Of Wisconsin - La Crosse Police Department,La Crosse,WI,Special Jurisdiction,43.817608,-91.23059,6,12,Friday,March,8,2019
Cuny Brooklyn College Police,Brooklyn,NY,Special Jurisdiction,40.63081,-73.951485,79,99,Friday,October,5,2018
University Of Arkansas Community College At Morrilton Police Department,Morrilton,AR,Special Jurisdiction,35.172894,-92.72507,2,2,Tuesday,July,10,2018
Santa Fe Community College Campus Police,Gainesville,FL,Special Jurisdiction,29.682608,-82.43339,21,30,Thursday,July,26,2018
Metro Atlanta Rapid Transit Authority Police Department - North Precinct,Atlanta,GA,Special Jurisdiction,33.823177,-84.36875,309,355,Thursday,August,9,2018
Mcneese State University Police Department,Lake Charles,LA,Special Jurisdiction,30.179117,-93.218895,17,23,Tuesday,February,12,2019
Ventura County Community College District Police Department-Ventura College Police Office,Ventura,CA,Special Jurisdiction,34.277184,-119.232506,5,5,Monday,July,16,2018
Port Fourchon Harbor Police,Galliano,LA,Special Jurisdiction,29.471113,-90.312675,15,16,Thursday,February,14,2019
University Of Northern Iowa Police,Cedar Falls,IA,Special Jurisdiction,42.512585,-92.45968,18,21,Wednesday,August,29,2018
University Of Tennessee At Memphis Police,Memphis,TN,Special Jurisdiction,35.142204,-90.036125,28,55,Wednesday,July,18,2018
University Of Maine At Farmington Public Safety Department,Farmington,ME,Special Jurisdiction,44.66756,-70.1475,5,6,Thursday,March,7,2019
Springfield Park District Police Department,Springfield,IL,Special Jurisdiction,39.7912,-89.678925,6,6,Friday,November,16,2018
Liberal Police Department,Liberal,KS,Special Jurisdiction,37.04155,-100.92069,1,1,Wednesday,August,22,2018
University Of Wisconsin / Madison Police Department,Madison,WI,Special Jurisdiction,43.069252,-89.40992,63,109,Friday,March,8,2019
West Virginia University Institute Of Technology Campus Police,Montgomery,WV,Special Jurisdiction,38.179363,-81.32469,5,5,Thursday,March,14,2019
Forsyth Technical Community College Campus Police,Winston Salem,NC,Special Jurisdiction,36.068455,-80.270935,5,6,Monday,July,30,2018
Indiana University - Purdue University Of Indianapolis Police Department,Indianapolis,IN,Special Jurisdiction,39.775494,-86.18275,32,50,Tuesday,August,28,2018
Four Mile Correctional Center,Canon City,CO,Local Police Department,38.428467,-105.14698,-999,-999,Tuesday,July,24,2018
North Carolina State Highway Patrol - Polk Substation,Columbus,NC,Primary State Agency,35.250477,-82.19812,-999,-999,Thursday,July,19,2018
New Mexico Dept Of Public Safety - Special Investigations Division,Albuquerque,NM,Special Jurisdiction,35.102604,-106.57508,28,32,Tuesday,June,12,2018
Fitchburg State College Campus Police,Fitchburg,MA,Special Jurisdiction,42.59095,-71.78887,13,16,Friday,September,7,2018
Clemson University Police Department,Clemson,SC,Special Jurisdiction,34.67907,-82.84469,32,41,Wednesday,August,29,2018
Clovis Unified School District Police Department,Clovis,CA,Special Jurisdiction,36.836872,-119.6894,11,12,Wednesday,July,18,2018
Blooming Grove Independent School District Police Department,Blooming Grove,TX,Special Jurisdiction,32.088078,-96.714096,1,1,Wednesday,December,19,2018
South Carolina Governor'S School For The Arts & Humanities Public Safety,Greenville,SC,Special Jurisdiction,34.843075,-82.40183,2,8,Wednesday,August,29,2018
Burbank-Glendale-Pasadena Airport Police,Burbank,CA,Special Jurisdiction,34.19504,-118.35337,26,26,Wednesday,May,30,2018
Indiana University Northwest Police Department,Gary,IN,Special Jurisdiction,41.557472,-87.33811,11,16,Tuesday,August,28,2018
Christopher Newport University Police,Newport News,VA,Special Jurisdiction,37.06275,-76.48789,16,21,Thursday,August,9,2018
Parkland College Police Department,Champaign,IL,Special Jurisdiction,40.131668,-88.28951,14,20,Tuesday,October,30,2018
Cleveland Metro Housing Authority,Cleveland,OH,Special Jurisdiction,41.488316,-81.64959,68,118,Thursday,January,24,2019
Bluefield State College Office Of Public Safety,Bluefield,WV,Special Jurisdiction,37.26761,-81.23673,2,2,Friday,March,8,2019
Ohio Department Of Public Safety - Headquarters,Columbus,OH,Special Jurisdiction,39.95769,-83.053566,92,108,Thursday,January,24,2019
Humboldt County School District Police Department,Winnemucca,NV,Special Jurisdiction,40.971535,-117.70808,1,1,Tuesday,September,4,2018
Eastern State Hospital Security,Williamsburg,VA,Special Jurisdiction,37.292473,-76.73808,10,11,Thursday,August,9,2018
Lincoln Airport Police,Lincoln,NE,Special Jurisdiction,40.847073,-96.75503,16,21,Thursday,August,30,2018
Omaha Airport Authority,Omaha,NE,Special Jurisdiction,41.299713,-95.8993,26,27,Thursday,August,30,2018
Rogers State University Police Department,Claremore,OK,Special Jurisdiction,36.320976,-95.63367,4,4,Tuesday,March,5,2019
Victor Valley Community College Police,Victorville,CA,Special Jurisdiction,34.473457,-117.26097,7,15,Wednesday,May,30,2018
Calhoun Community College Police,Tanner,AL,Special Jurisdiction,34.651962,-86.9485,5,6,Tuesday,July,10,2018
"California Dept. Of Justice, Div. Of Law Enforcement",Sacramento,CA,Special Jurisdiction,38.57996,-121.48806,419,1270,Tuesday,May,29,2018
Lake Charles Harbor Police,Lake Charles,LA,Special Jurisdiction,30.215536,-93.24978,14,14,Tuesday,February,12,2019
"Calfornia Dmv, Investigations Division",Sacramento,CA,Special Jurisdiction,38.55833,-121.48369,219,320,Wednesday,May,30,2018
Twin Rivers District Police,Sacramento,CA,Special Jurisdiction,38.660217,-121.388596,21,29,Wednesday,May,30,2018
New Jersey State Police Troop B - Washington Station,Port Murray,NJ,Primary State Agency,40.766766,-74.93256,-999,-999,Tuesday,July,17,2018
Unalakleet Police Department,Unalakleet,AK,Local Police Department,63.87475,-160.78967,-999,-999,Thursday,October,25,2018
Brookdale Community College Police Department,Lincroft,NJ,Special Jurisdiction,40.330837,-74.12918,13,21,Thursday,July,12,2018
Delgado Community College Police,New Orleans,LA,Special Jurisdiction,29.98476,-90.10469,25,33,Thursday,February,14,2019
Inglewood Unified School District Police,Inglewood,CA,Special Jurisdiction,33.95856,-118.36204,3,6,Tuesday,May,29,2018
University Of Houston Department Of Public Safety,Houston,TX,Special Jurisdiction,29.719908,-95.35116,45,175,Thursday,December,13,2018
Metropolitan Transportation Authority Police Department,New York,NY,Special Jurisdiction,40.75429,-73.977776,694,751,Tuesday,October,9,2018
University Of Washington Police Department,Seattle,WA,Special Jurisdiction,47.652287,-122.31635,46,75,Wednesday,September,5,2018
University Of Cincinnati Police Department,Cincinnati,OH,Special Jurisdiction,39.128944,-84.51216,62,102,Thursday,January,24,2019
Northern Virginia Community College Police,Annandale,VA,Special Jurisdiction,38.832886,-77.23527,40,41,Thursday,August,2,2018
Southwestern Virginia Mental Health Institute Police Department,Marion,VA,Special Jurisdiction,36.832977,-81.511345,7,10,Friday,August,3,2018
University Of Minnesota - Morris Campus Police Department,Morris,MN,Special Jurisdiction,45.590336,-95.90049,3,-999,Thursday,February,21,2019
Terre Haute International Airport Authority,Terre Haute,IN,Special Jurisdiction,39.45938,-87.303665,7,7,Wednesday,September,5,2018
Evergreen State College Police Department,Olympia,WA,Special Jurisdiction,47.072693,-122.97416,10,20,Tuesday,September,11,2018
Millersville University Police,Millersville,PA,Special Jurisdiction,40.002357,-76.35641,14,17,Wednesday,January,16,2019
Florida State University - Panama City Police,Panama City,FL,Special Jurisdiction,30.19015,-85.72166,4,5,Wednesday,May,30,2018
Bartow County Board Of Education - Safety And Security,Cartersville,GA,Special Jurisdiction,34.223846,-84.8154,8,8,Friday,June,1,2018
Arkansas Parks And Tourism,Little Rock,AR,Special Jurisdiction,34.747112,-92.29036,84,622,Monday,May,14,2018
Alabama Agricultural And Mechanical Police Department,Normal,AL,Special Jurisdiction,34.78455,-86.573166,24,34,Friday,July,6,2018
City Of Dickson Park Ranger Division,Dickson,TN,Special Jurisdiction,36.06934,-87.3832,3,14,Thursday,July,12,2018
Tennessee State Fire Marshal - Arson Investigation Division,Nashville,TN,Special Jurisdiction,36.16901,-86.78444,28,33,Thursday,July,12,2018
Southeast Missouri State University Department Of Public Safety,Cape Girardeau,MO,Special Jurisdiction,37.311047,-89.53037,19,30,Thursday,July,26,2018
Oklahoma Alcoholic Beverage Law Enforcement Commission,Oklahoma City,OK,Special Jurisdiction,35.517735,-97.50455,26,45,Wednesday,March,6,2019
Wyoming Livestock Board,Cheyenne,WY,Special Jurisdiction,41.112137,-104.83138,4,4,Monday,March,18,2019
Eastern Kentucky University Police,Richmond,KY,Special Jurisdiction,37.73842,-84.30294,26,36,Friday,August,10,2018
Lamar University Police Department,Beaumont,TX,Special Jurisdiction,30.042992,-94.07572,16,27,Monday,December,17,2018
The University Of Arizona Police Department,Tucson,AZ,Special Jurisdiction,32.234585,-110.94443,54,89,Thursday,July,12,2018
State University Of New York Police Department - Plattsburgh,Plattsburgh,NY,Special Jurisdiction,44.691776,-73.465515,15,21,Thursday,October,4,2018
Metropolitan Nashville Airport Authority,Nashville,TN,Special Jurisdiction,36.131416,-86.66934,61,77,Friday,July,13,2018
Port Of Pasco Police Department,Pasco,WA,Special Jurisdiction,46.259365,-119.11484,1,1,Tuesday,September,11,2018
Albert J Ellis Airport Police,Richlands,NC,Special Jurisdiction,34.829063,-77.60717,6,6,Friday,July,20,2018
Grand Rapids Community College - Campus Police,Grand Rapids,MI,Special Jurisdiction,42.966415,-85.666756,11,15,Wednesday,February,6,2019
Truman State University Department Of Public Safety,Kirksville,MO,Special Jurisdiction,40.189156,-92.58388,8,9,Friday,July,27,2018
Wichita State University Police Department,Wichita,KS,Special Jurisdiction,37.719772,-97.29023,25,37,Tuesday,August,21,2018
University Of Nevada Reno Police Department,Reno,NV,Special Jurisdiction,39.542187,-119.81639,23,29,Tuesday,September,4,2018
Baltimore City Community College Police,Baltimore,MD,Special Jurisdiction,39.3209,-76.66212,13,44,Thursday,August,9,2018
University Of New Hampshire Police,Durham,NH,Special Jurisdiction,43.133553,-70.93886,17,32,Wednesday,July,25,2018
Cleveland State University Police Department,Cleveland,OH,Special Jurisdiction,41.50281,-81.67814,24,43,Thursday,January,24,2019
Dyer Police Department,Dyer,TN,Local Police Department,36.063408,-88.98946,6,6,Wednesday,July,11,2018
Port Gamble S'Klallam Tribal Police,Kingston,WA,Local Police Department,47.852154,-122.56931,6,7,Tuesday,September,11,2018
Lacey Police Department,Lacey,WA,Local Police Department,47.04485,-122.82285,53,63,Tuesday,September,11,2018
Mississippi Highway Patrol Troop K,Biloxi,MS,Primary State Agency,30.528576,-88.9936,-999,-999,Tuesday,September,25,2018
Maine State Police Troop F,Houlton,ME,Primary State Agency,46.16254,-67.84211,-999,-999,Thursday,March,7,2019
New York State Police Troop A Zone 4 - Fillmore,Fillmore,NY,Primary State Agency,42.467224,-78.11185,-999,-999,Thursday,October,18,2018
New York State Police Troop C Zone 1 - Richfield Springs,Richfield Springs,NY,Primary State Agency,42.849392,-74.97095,-999,-999,Thursday,October,18,2018
New York State Police Troop D Zone 3 - Carthage,Carthage,NY,Primary State Agency,43.985043,-75.60619,-999,-999,Thursday,October,18,2018
New York State Police Troop F Zone 2 - Montgomery,Montgomery,NY,Primary State Agency,41.50523,-74.20577,-999,-999,Monday,October,22,2018
New York State Police Troop G Zone 2 - Hadley,Hadley,NY,Primary State Agency,43.31767,-73.84845,-999,-999,Monday,October,22,2018
New York State Police Troop K Zone 1 - Wappinger,Wappingers Falls,NY,Primary State Agency,41.58503,-73.91956,-999,-999,Wednesday,March,27,2019
Virginia State Police - Administrative Headquarters,Richmond,VA,Primary State Agency,37.500214,-77.539116,1873,-999,Saturday,May,13,2017
Las Vegas Metro Police Department,Las Vegas,NV,Local Police Department,36.1617,-115.10379,2942,-999,Tuesday,May,7,2019
Ansonia Police Department,Ansonia,OH,Local Police Department,40.21453,-84.637215,2,2,Thursday,January,24,2019
Montgomery County Sheriff'S Office,Dayton,OH,Sheriff'S Office,39.760357,-84.198135,222,486,Friday,January,25,2019
Otoe-Missouria Tribal Police Department,Red Rock,OK,Local Police Department,36.49153,-97.074875,4,4,Wednesday,March,6,2019
Bellevue Police Department,Bellevue,WA,Local Police Department,47.61445,-122.19202,182,280,Tuesday,September,11,2018
New York State Police Troop E Zone 1 - Rochester,Rochester,NY,Primary State Agency,43.121243,-77.65218,-999,-999,Friday,October,19,2018
New York State Police Troop E Zone 2 - Romulus,Romulus,NY,Primary State Agency,42.71026,-76.88472,-999,-999,Friday,October,19,2018
New York State Police Troop G Zone 3 - Mayfield,Mayfield,NY,Primary State Agency,43.105198,-74.272835,-999,-999,Monday,October,22,2018
Sedro Woolley Police Department,Sedro Woolley,WA,Local Police Department,48.50875,-122.237465,15,20,Tuesday,September,11,2018
Walker Police Department,Grand Rapids,MI,Local Police Department,43.008076,-85.77527,37,46,Wednesday,February,6,2019
Independence Police Department,Independence,MO,Local Police Department,39.093212,-94.4127,206,300,Friday,July,27,2018
Mosby Police Department,Mosby,MO,Local Police Department,39.315693,-94.29453,1,1,Wednesday,August,1,2018
Laughlin Township Constable,Laughlin,NV,Local Police Department,35.169376,-114.58026,1,2,Tuesday,September,4,2018
Tulalip Tribal Police,Tulalip,WA,Local Police Department,48.066364,-122.27651,30,47,Tuesday,September,11,2018
Lower Elwha Tribal Police,Port Angeles,WA,Local Police Department,48.14393,-123.54873,2,4,Tuesday,September,11,2018
New York State Police Troop A Zone 2 - Grand Island,Grand Island,NY,Primary State Agency,43.02288,-78.96507,-999,-999,Thursday,October,18,2018
Harveysburg Police Department,Harveysburg,OH,Local Police Department,39.50391,-84.01125,1,1,Monday,February,4,2019
Owensville Police Department,Owensville,OH,Local Police Department,39.122467,-84.13637,1,1,Wednesday,January,23,2019
New Century Adult Detention Center,New Century,KS,Local Police Department,38.83744,-94.90546,-999,-999,Monday,August,20,2018
Eastern Shawnee Tribal Police,Wyandotte,OK,Local Police Department,36.8345,-94.619225,8,9,Tuesday,March,5,2019
Sumter County Sheriff'S Office,Bushnell,FL,Sheriff'S Office,28.663704,-82.10994,104,168,Wednesday,May,30,2018
Saratoga Springs Police Department,Saratoga Springs,UT,Local Police Department,40.32512,-111.907524,15,18,Monday,March,4,2019
Yakima County Sheriff'S Office,Yakima,WA,Sheriff'S Office,46.576317,-120.49263,69,107,Tuesday,September,11,2018
New York State Police Troop T Zone 4 - Cheektowaga,Cheektowaga,NY,Primary State Agency,42.933926,-78.76788,-999,-999,Tuesday,October,23,2018
Washington State Patrol - Bremerton,Bremerton,WA,Local Police Department,47.5578,-122.67849,-999,-999,Wednesday,September,5,2018
Country Club Village Police Department,Saint Joseph,MO,Local Police Department,39.826443,-94.81432,1,1,Wednesday,August,1,2018
North Dakota Highway Patrol,Bismarck,ND,Primary State Agency,46.821167,-100.78151,139,189,Friday,March,1,2019
Park City Police Department,Park City,UT,Local Police Department,40.663506,-111.51208,29,39,Monday,March,4,2019
Tonto Apache Tribal Police Department,Payson,AZ,Local Police Department,34.219234,-111.32758,9,9,Tuesday,May,29,2018
Register Police Department,Register,GA,Local Police Department,32.3652,-81.88516,1,1,Tuesday,August,7,2018
Colfax County Sheriff'S Office,Raton,NM,Sheriff'S Office,36.870518,-104.431625,10,12,Wednesday,September,26,2018
Burnettown Police Department,Bath,SC,Local Police Department,33.510082,-81.854675,2,2,Tuesday,August,28,2018
Bayside State Prison,Leesburg,NJ,Local Police Department,39.24352,-74.95215,-999,-999,Friday,July,20,2018
Jackie Brannon Correctional Center,Mcalester,OK,Local Police Department,34.949463,-95.78336,-999,-999,Tuesday,March,5,2019
New York City Police Department - Transit Bureau - Transit District 12,Bronx,NY,Local Police Department,40.841076,-73.87195,-999,-999,Tuesday,October,23,2018
Scottsdale Police Dept,Scottsdale,AZ,Local Police Department,33.494396,-111.89914,417,706,Tuesday,May,29,2018
Battle Lake Police Department,Battle Lake,MN,Local Police Department,46.28151,-95.71313,1,1,Thursday,February,21,2019
Riverside County Sheriff,Riverside,CA,Sheriff'S Office,33.978333,-117.37454,2147,4063,Tuesday,May,29,2018
Choctaw Tribal Police Dept,Philadelphia,MS,Local Police Department,32.786858,-89.207756,50,146,Thursday,September,13,2018
O'Fallon Police Department,O'Fallon,MO,Local Police Department,38.811653,-90.69883,107,133,Monday,August,6,2018
Gallia County Sheriffs Office / Gallia County Jail,Gallipolis,OH,Sheriff'S Office,38.80897,-82.20237,18,29,Thursday,January,24,2019
New Albin Police Department,New Albin,IA,Local Police Department,43.49713,-91.290535,-999,-999,Tuesday,June,5,2018
Arizona Game And Fish Department - Law Enforcement Branch Region 2,Flagstaff,AZ,Primary State Agency,35.165913,-111.66333,-999,-999,Wednesday,July,11,2018
Arizona Department Of Public Safety - Highway Patrol Southern Air Rescue,Tucson,AZ,Primary State Agency,32.12856,-110.939644,-999,-999,Thursday,July,12,2018
Arizona Game And Fish Department - Law Enforcement Branch Region 3,Kingman,AZ,Primary State Agency,35.275337,-114.0487,-999,-999,Wednesday,July,11,2018
Arizona Department Of Public Safety - Highway Patrol Division - District 4,Yuma,AZ,Primary State Agency,32.69064,-114.59818,-999,-999,Thursday,July,12,2018
Georgia State Patrol Troop D Post 2 - Lagrange,Lagrange,GA,Primary State Agency,32.98771,-85.000694,-999,-999,Thursday,August,16,2018
Shreveport Police Department District 4 Satellite Station,Shreveport,LA,Local Police Department,32.494305,-93.719955,-999,-999,Tuesday,February,12,2019
